feature_value,shap_value
26.0,-0.12402312
17.0,-0.0066759405
11.0,-0.7251347
12.0,-0.13952379
17.0,0.14416195
23.0,-0.024458684
18.0,-0.06357161
22.0,0.05717881
17.0,-0.0717528
14.0,-0.12111278
11.0,-0.4064322
5.0,-0.69326615
28.0,0.029505702
27.0,-0.03509574
12.0,-0.18948267
14.0,-0.13581157
17.0,-0.0032400317
17.0,-0.13411072
29.0,-0.029839166
27.0,0.13761678
84.0,0.35094723
9.0,-0.3279503
11.0,-0.2362122
12.0,-0.4150096
20.0,-0.17212297
23.0,-0.19810113
17.0,0.085734464
28.0,0.013111921
42.0,-0.0073377294
17.0,-0.11639478
14.0,-0.14036983
17.0,0.037500337
17.0,0.18550128
20.0,-0.045285515
37.0,0.15952413
13.0,-0.37040108
16.0,-0.12418619
15.0,0.072351605
13.0,-0.25837162
10.0,-0.38913205
17.0,-0.070138045
20.0,-0.12624428
20.0,-0.09708766
19.0,-0.09432864
21.0,-0.10595058
12.0,-0.06714117
12.0,-0.23616247
7.0,-0.35596076
17.0,0.03495696
32.0,0.22896667
12.0,-0.14492546
10.0,-0.44273007
15.0,0.030022552
23.0,-0.24989685
24.0,-0.11875992
11.0,-0.8628112
27.0,-0.020683022
17.0,0.036354754
7.0,-0.43919045
22.0,-0.14104901
13.0,-0.15206534
14.0,-0.0894187
22.0,-0.13635479
22.0,-0.055106416
13.0,-0.226055
22.0,-0.1408295
31.0,0.031699624
45.0,0.7520736
9.0,-0.5290542
20.0,-0.05140523
17.0,0.090933144
17.0,-0.033541813
26.0,-0.14934085
16.0,-0.06523671
11.0,-0.73327506
23.0,-0.18197453
13.0,-0.23259938
17.0,0.01133328
10.0,-0.6156733
17.0,-0.007085367
11.0,-0.58311045
17.0,0.10782356
47.0,0.0049833297
27.0,0.05317095
37.0,0.10048057
13.0,-0.2600358
12.0,-0.18131664
30.0,0.082019724
17.0,-0.12841874
19.0,-0.16636147
65.0,0.11991678
15.0,-0.12672226
37.0,0.18996477
27.0,0.11789877
30.0,-0.060994014
29.0,0.17587112
36.0,0.078158185
27.0,0.09851915
12.0,-0.038720608
22.0,-0.04374775
27.0,0.04303145
22.0,-0.064733535
17.0,-0.080518655
22.0,-0.0912119
41.0,0.4786663
17.0,0.07380361
30.0,0.0132655315
17.0,-0.08314232
13.0,-0.07512093
